RTENAME,StateNm,RouteID,U_S_R_I,id,ppt00_mean,ppt01_mean,ppt15_mean,ppt16_mean,tmean00_me,tmean01_me,tmean15_me,tmean16_me
ELAMVILLE,02,055,02_055,110,968.948333333333000,1190.796666666660000,1651.176666666660000,1198.303333333330000,19.743333333333300,19.495000000000000,18.165000000000000,18.385000000000000
CASTLEBERRY,02,038,02_038,111,955.124000000000000,1477.608000000000000,1652.061999999990000,1434.279999999990000,19.481999999999900,19.372000000000000,18.496000000000000,18.902000000000000
CASTLEBERRY,02,038,02_038,112,982.021666666666000,1491.616666666660000,1702.159999999990000,1408.678333333330000,19.373333333333300,19.319999999999900,18.428333333333300,18.853333333333300
CASTLEBERRY,02,038,02_038,113,1016.768333333330000,1516.998333333330000,1744.176666666660000,1420.831666666660000,19.324999999999900,19.320000000000000,18.386666666666600,18.826666666666600
CASTLEBERRY,02,038,02_038,114,1052.579999999990000,1542.273999999990000,1806.811999999990000,1460.535999999990000,19.322000000000000,19.356000000000000,18.346000000000000,18.791999999999900
CASTLEBERRY,02,038,02_038,115,1079.556666666660000,1565.586666666660000,1900.078333333330000,1503.718333333330000,19.396666666666600,19.440000000000000,18.320000000000000,18.779999999999900
ESCATAWPA,02,052,02_052,116,1017.521666666660000,1516.481666666660000,1833.478333333330000,1631.366666666660000,19.954999999999900,19.873333333333300,18.873333333333300,19.171666666666600
ESCATAWPA,02,052,02_052,117,1024.318333333330000,1509.381666666660000,1791.300000000000000,1526.091666666660000,19.919999999999900,19.853333333333300,18.816666666666600,19.105000000000000
ESCATAWPA,02,052,02_052,118,1020.240000000000000,1510.048333333330000,1804.520000000000000,1512.319999999990000,19.843333333333300,19.761666666666600,18.771666666666600,19.094999999999900
ESCATAWPA,02,052,02_052,119,1021.462857142850000,1514.464285714280000,1747.375714285710000,1498.927142857140000,19.764285714285700,19.677142857142800,18.721428571428500,19.080000000000000
ESCATAWPA,02,052,02_052,120,1027.467999999990000,1517.664000000000000,1662.773999999990000,1495.400000000000000,19.721999999999900,19.628000000000000,18.664000000000000,19.032000000000000
FAIRVIEW,02,054,02_054,121,1021.100000000000000,1365.662857142850000,1752.684285714280000,1475.202857142850000,19.835714285714200,19.855714285714200,18.644285714285700,18.878571428571400
FAIRVIEW,02,054,02_054,122,1054.586666666660000,1364.806666666660000,1764.216666666660000,1539.156666666660000,19.758333333333300,19.805000000000000,18.636666666666600,18.753333333333300
FAIRVIEW,02,054,02_054,123,1065.944999999990000,1369.041666666660000,1642.393333333330000,1538.296666666660000,19.761666666666600,19.848333333333300,18.623333333333300,18.718333333333300
FAIRVIEW,02,054,02_054,124,1084.353333333330000,1378.958333333330000,1573.623333333330000,1493.873333333330000,19.795000000000000,19.916666666666600,18.696666666666600,18.833333333333300
FAIRVIEW,02,054,02_054,125,1089.987499999990000,1393.365000000000000,1654.402499999990000,1487.837500000000000,19.812500000000000,19.942499999999900,18.810000000000000,19.000000000000000
MCLELLAN,02,035,02_035,126,1179.751666666660000,1516.683333333330000,1654.863333333330000,1658.884999999990000,19.698333333333300,19.853333333333300,18.680000000000000,19.023333333333300
MCLELLAN,02,035,02_035,127,1185.386666666660000,1531.448333333330000,1669.026666666660000,1614.921666666660000,19.493333333333300,19.645000000000000,18.486666666666600,18.851666666666600
MCLELLAN,02,035,02_035,128,1145.646250000000000,1524.078750000000000,1638.332499999990000,1627.140000000000000,19.667500000000000,19.821249999999900,18.550000000000000,18.897499999999900
MCLELLAN,02,035,02_035,129,1121.262857142850000,1505.355714285710000,1620.071428571420000,1665.642857142850000,19.938571428571400,20.094285714285700,18.722857142857100,19.027142857142800
MCLELLAN,02,035,02_035,130,1103.100000000000000,1485.397999999990000,1658.079999999990000,1560.248000000000000,20.118000000000000,20.302000000000000,18.832000000000000,19.088000000000000
BAY MINETTE,02,218,02_218,131,1025.726666666660000,1452.456666666660000,1785.328333333330000,1646.658333333330000,20.083333333333300,20.139999999999900,19.331666666666600,19.650000000000000
BAY MINETTE,02,218,02_218,132,1048.443333333330000,1424.220000000000000,1712.563333333330000,1659.193333333330000,20.109999999999900,20.230000000000000,19.428333333333300,19.696666666666600
BAY MINETTE,02,218,02_218,133,1066.127999999990000,1418.008000000000000,1720.834000000000000,1699.072000000000000,20.136000000000000,20.288000000000000,19.442000000000000,19.683999999999900
BAY MINETTE,02,218,02_218,134,1082.230000000000000,1444.155999999990000,1756.912000000000000,1737.751999999990000,20.020000000000000,20.247999999999900,19.345999999999900,19.574000000000000
BAY MINETTE,02,218,02_218,135,1078.433333333330000,1489.671666666660000,1783.606666666660000,1770.771666666660000,19.953333333333300,20.209999999999900,19.316666666666600,19.543333333333300
PEACH SPRING,06,107,06_107,136,240.248571428571000,238.567142857142000,286.425714285714000,323.295714285714000,16.060000000000000,15.799999999999900,15.505714285714200,15.765714285714200
PEACH SPRING,06,107,06_107,137,242.071666666666000,239.625000000000000,289.535000000000000,328.108333333333000,15.506666666666600,15.270000000000000,14.994999999999900,15.221666666666600
PEACH SPRING,06,107,06_107,138,223.186666666666000,218.843333333333000,281.334999999999000,318.534999999999000,15.354999999999900,15.069999999999900,14.763333333333300,14.950000000000000
PEACH SPRING,06,107,06_107,139,200.692857142857000,187.348571428571000,274.831428571428000,315.025714285714000,14.920000000000000,14.752857142857100,14.432857142857100,14.631428571428500
PEACH SPRING,06,107,06_107,140,208.967142857142000,196.880000000000000,286.355714285714000,326.394285714285000,14.428571428571400,14.314285714285700,14.028571428571400,14.211428571428500
SELIGMAN,06,108,06_108,141,317.093333333333000,295.753333333333000,362.103333333333000,410.286666666666000,13.796666666666600,13.626666666666600,13.361666666666600,13.650000000000000
SELIGMAN,06,108,06_108,142,350.375000000000000,330.386666666666000,383.733333333333000,428.603333333333000,12.990000000000000,12.866666666666600,12.423333333333300,12.721666666666600
SELIGMAN,06,108,06_108,143,336.631428571428000,316.557142857142000,367.140000000000000,401.274285714285000,12.798571428571400,12.677142857142800,12.201428571428500,12.530000000000000
SELIGMAN,06,108,06_108,144,300.204285714285000,279.305714285714000,336.488571428571000,366.831428571428000,13.239999999999900,13.087142857142800,12.651428571428500,12.994285714285700
SELIGMAN,06,108,06_108,145,300.106666666666000,280.986666666666000,333.365000000000000,364.293333333333000,13.190000000000000,13.020000000000000,12.593333333333300,12.901666666666600
OATMAN,06,012,06_012,146,56.080000000000000,108.773333333333000,119.116666666666000,142.814999999999000,24.578333333333300,24.454999999999900,23.973333333333300,24.480000000000000
OATMAN,06,012,06_012,147,65.018571428571400,115.892857142857000,126.148571428571000,150.572857142857000,24.164285714285700,23.974285714285700,23.572857142857100,24.039999999999900
OATMAN,06,012,06_012,148,82.989999999999900,127.500000000000000,139.112000000000000,172.593999999999000,23.169999999999900,22.952000000000000,22.655999999999900,23.076000000000000
OATMAN,06,012,06_012,149,94.467142857142800,139.105714285714000,150.142857142857000,201.288571428571000,21.911428571428500,21.805714285714200,21.594285714285700,21.908571428571400
OATMAN,06,012,06_012,150,90.703333333333300,132.851666666666000,146.071666666666000,192.253333333333000,22.493333333333300,22.353333333333300,22.126666666666600,22.448333333333300
HAPPY JACK,06,115,06_115,151,579.414999999999000,584.110000000000000,824.678333333333000,614.484999999999000,8.605000000000000,8.238333333333330,7.973333333333330,8.165000000000000
HAPPY JACK,06,115,06_115,152,574.095714285714000,577.129999999999000,796.069999999999000,587.811428571428000,8.681428571428570,8.367142857142850,8.208571428571420,8.434285714285710
HAPPY JACK,06,115,06_115,153,564.821428571428000,568.948571428571000,761.119999999999000,584.088571428571000,9.138571428571420,9.021428571428570,8.717142857142850,9.029999999999990
HAPPY JACK,06,115,06_115,154,561.566000000000000,574.515999999999000,741.951999999999000,606.176000000000000,9.594000000000000,9.624000000000000,9.218000000000000,9.582000000000000
HAPPY JACK,06,115,06_115,155,556.231428571428000,573.595714285714000,745.405714285714000,629.615714285714000,9.524285714285710,9.537142857142850,9.145714285714280,9.495714285714280
WIKIEUP,06,013,06_013,156,186.164285714285000,187.834285714285000,241.422857142857000,254.075714285714000,21.355714285714200,20.969999999999900,20.879999999999900,21.159999999999900
WIKIEUP,06,013,06_013,157,211.961428571428000,212.107142857142000,256.792857142857000,280.618571428571000,20.348571428571400,20.000000000000000,19.944285714285700,20.218571428571400
WIKIEUP,06,013,06_013,158,198.240000000000000,208.668571428571000,249.410000000000000,284.302857142857000,19.632857142857100,19.324285714285700,19.228571428571400,19.515714285714200
WIKIEUP,06,013,06_013,159,166.232857142857000,191.655714285714000,225.297142857142000,273.255714285714000,19.238571428571400,18.969999999999900,18.794285714285700,19.114285714285700
WIKIEUP,06,013,06_013,160,153.509999999999000,190.060000000000000,216.699999999999000,277.470000000000000,18.965000000000000,18.781666666666600,18.640000000000000,18.980000000000000
ALAMO RES.,06,063,06_063,161,214.011428571428000,193.814285714285000,179.172857142857000,179.177142857142000,22.431428571428500,22.174285714285700,21.930000000000000,22.275714285714200
ALAMO RES.,06,063,06_063,162,223.054999999999000,192.788333333333000,205.556666666666000,208.241666666666000,22.066666666666600,21.785000000000000,21.573333333333300,21.883333333333300
ALAMO RES.,06,063,06_063,163,241.767142857142000,195.622857142857000,221.082857142857000,221.447142857142000,21.824285714285700,21.447142857142800,21.345714285714200,21.591428571428500
ALAMO RES.,06,063,06_063,164,229.225714285714000,184.921428571428000,203.882857142857000,208.545714285714000,21.305714285714200,20.968571428571400,20.854285714285700,21.098571428571400
ALAMO RES.,06,063,06_063,165,217.037499999999000,178.976249999999000,203.326249999999000,207.835000000000000,20.897500000000000,20.600000000000000,20.514999999999900,20.750000000000000
NEW RIVER,06,020,06_020,166,226.235000000000000,190.918333333333000,206.073333333333000,206.978333333333000,23.375000000000000,23.011666666666600,22.713333333333300,22.855000000000000
NEW RIVER,06,020,06_020,167,258.643333333333000,214.988333333333000,239.171666666666000,261.014999999999000,23.123333333333300,22.708333333333300,22.375000000000000,22.473333333333300
NEW RIVER,06,020,06_020,168,282.796666666666000,231.289999999999000,246.695000000000000,283.503333333333000,22.769999999999900,22.311666666666600,21.981666666666600,22.055000000000000
NEW RIVER,06,020,06_020,169,303.949999999999000,244.715999999999000,247.811999999999000,283.550000000000000,22.387999999999900,21.904000000000000,21.599999999999900,21.672000000000000
NEW RIVER,06,020,06_020,170,312.452000000000000,254.180000000000000,268.915999999999000,279.293999999999000,22.082000000000000,21.571999999999900,21.277999999999900,21.369999999999900
QUARTZSITE,06,018,06_018,171,101.146666666666000,121.818333333333000,170.064999999999000,148.264999999999000,21.746666666666600,21.418333333333300,21.151666666666600,21.273333333333300
QUARTZSITE,06,018,06_018,172,86.338750000000000,111.704999999999000,168.290000000000000,149.306250000000000,21.867499999999900,21.629999999999900,21.445000000000000,21.539999999999900
QUARTZSITE,06,018,06_018,173,60.448571428571400,94.794285714285700,160.707142857142000,145.259999999999000,22.147142857142800,21.987142857142800,21.764285714285700,21.872857142857100
QUARTZSITE,06,018,06_018,174,41.230000000000000,81.717142857142800,157.849999999999000,143.162857142857000,22.609999999999900,22.475714285714200,22.228571428571400,22.379999999999900
QUARTZSITE,06,018,06_018,175,35.911666666666600,73.594999999999900,160.101666666666000,139.978333333333000,23.233333333333300,23.175000000000000,22.915000000000000,23.003333333333300
CIBOLA LAKE,06,068,06_068,176,22.933333333333300,88.791666666666600,90.673333333333300,91.933333333333300,22.528333333333300,22.413333333333300,22.173333333333300,22.410000000000000
CIBOLA LAKE,06,068,06_068,177,21.245714285714200,93.897142857142800,90.171428571428500,93.587142857142800,22.090000000000000,21.984285714285700,21.837142857142800,22.108571428571400
CIBOLA LAKE,06,068,06_068,178,19.146000000000000,101.705999999999000,89.855999999999900,94.049999999999900,22.027999999999900,21.930000000000000,21.814000000000000,22.149999999999900
CIBOLA LAKE,06,068,06_068,179,22.561428571428500,103.018571428571000,113.242857142857000,109.590000000000000,22.694285714285700,22.491428571428500,22.434285714285700,22.787142857142800
CIBOLA LAKE,06,068,06_068,180,27.314999999999900,101.556666666666000,134.928333333333000,121.384999999999000,22.905000000000000,22.691666666666600,22.650000000000000,22.998333333333300
CATUS FOREST,06,127,06_127,181,193.218000000000000,250.632000000000000,246.276000000000000,233.384000000000000,22.358000000000000,21.979999999999900,21.812000000000000,21.898000000000000
CATUS FOREST,06,127,06_127,182,168.317142857142000,233.401428571428000,237.915714285714000,190.544285714285000,22.442857142857100,22.051428571428500,21.868571428571400,21.860000000000000
CATUS FOREST,06,127,06_127,183,161.444999999999000,238.391666666666000,235.453333333333000,172.476666666666000,22.370000000000000,21.989999999999900,21.834999999999900,21.738333333333300
CATUS FOREST,06,127,06_127,184,158.545999999999000,234.603999999999000,222.442000000000000,170.228000000000000,22.295999999999900,21.930000000000000,21.792000000000000,21.672000000000000
CATUS FOREST,06,127,06_127,185,156.844999999999000,233.011666666666000,221.578333333333000,172.594999999999000,22.280000000000000,21.911666666666600,21.770000000000000,21.641666666666600
DATELAND,06,025,06_025,186,72.073333333333300,105.116666666666000,118.069999999999000,96.553333333333300,24.088333333333300,23.534999999999900,23.043333333333300,23.068333333333300
DATELAND,06,025,06_025,187,68.018571428571400,100.731428571428000,117.687142857142000,93.925714285714300,24.294285714285700,23.680000000000000,23.182857142857100,23.210000000000000
DATELAND,06,025,06_025,188,68.575714285714200,97.077142857142800,118.707142857142000,88.357142857142800,24.258571428571400,23.635714285714200,23.091428571428500,23.168571428571400
DATELAND,06,025,06_025,189,70.164285714285700,95.197142857142800,116.005714285714000,78.161428571428500,24.091428571428500,23.498571428571400,22.915714285714200,23.047142857142800
DATELAND,06,025,06_025,190,70.920000000000000,96.627142857142800,113.191428571428000,68.815714285714200,23.930000000000000,23.394285714285700,22.781428571428500,22.955714285714200
LAGUNA,06,024,06_024,191,43.058333333333300,92.985000000000000,61.426666666666600,64.423333333333300,24.731666666666600,24.716666666666600,23.980000000000000,23.959999999999900
LAGUNA,06,024,06_024,192,40.848571428571400,94.661428571428500,67.305714285714200,58.828571428571400,24.572857142857100,24.511428571428500,23.852857142857100,23.818571428571400
LAGUNA,06,024,06_024,193,37.938000000000000,94.004000000000000,70.828000000000000,55.201999999999900,24.454000000000000,24.362000000000000,23.731999999999900,23.673999999999900
LAGUNA,06,024,06_024,194,42.849999999999900,96.279999999999900,81.201666666666600,58.018333333333300,24.116666666666600,23.918333333333300,23.290000000000000,23.271666666666600
LAGUNA,06,024,06_024,195,53.877142857142800,95.557142857142800,95.851428571428500,67.539999999999900,23.884285714285700,23.547142857142800,22.879999999999900,22.945714285714200
SAN SIMON,06,029,06_029,196,332.829999999999000,199.974999999999000,287.579999999999000,295.756666666666000,18.153333333333300,18.123333333333300,17.693333333333300,18.153333333333300
SAN SIMON,06,029,06_029,197,335.996666666666000,203.911666666666000,292.874999999999000,293.435000000000000,17.975000000000000,17.933333333333300,17.501666666666600,17.951666666666600
SAN SIMON,06,029,06_029,198,337.571666666666000,211.553333333333000,305.148333333333000,289.528333333333000,17.658333333333300,17.596666666666600,17.150000000000000,17.556666666666600
SAN SIMON,06,029,06_029,199,342.329999999999000,224.536666666666000,327.915000000000000,300.858333333333000,17.278333333333300,17.168333333333300,16.705000000000000,17.110000000000000
SAN SIMON,06,029,06_029,200,341.721428571428000,222.790000000000000,320.115714285714000,296.261428571428000,17.384285714285700,17.280000000000000,16.788571428571400,17.190000000000000
POMERENE,06,028,06_028,201,419.980000000000000,347.504999999999000,424.523750000000000,367.632499999999000,18.526249999999900,18.346250000000000,17.788750000000000,18.288750000000000
POMERENE,06,028,06_028,202,433.150000000000000,355.162857142857000,436.769999999999000,382.597142857142000,18.448571428571400,18.245714285714200,17.768571428571400,18.315714285714200
POMERENE,06,028,06_028,203,422.119999999999000,350.493333333333000,432.493333333333000,382.404999999999000,18.368333333333300,18.143333333333300,17.748333333333300,18.261666666666600
POMERENE,06,028,06_028,204,416.882857142857000,347.285714285714000,442.989999999999000,375.590000000000000,18.064285714285700,17.872857142857100,17.599999999999900,18.080000000000000
POMERENE,06,028,06_028,205,407.148571428571000,339.998571428571000,442.334285714285000,369.415714285714000,17.810000000000000,17.672857142857100,17.490000000000000,17.908571428571400
PATAGONIA,06,032,06_032,206,640.115714285714000,480.730000000000000,521.625714285714000,471.981428571428000,15.518571428571400,15.274285714285700,14.639999999999900,15.020000000000000
PATAGONIA,06,032,06_032,207,623.729999999999000,480.852857142857000,514.465714285714000,467.327142857142000,15.750000000000000,15.522857142857100,14.827142857142800,15.232857142857100
PATAGONIA,06,032,06_032,208,616.875999999999000,497.706000000000000,532.241999999999000,475.461999999999000,16.507999999999900,16.210000000000000,15.529999999999900,16.026000000000000
PATAGONIA,06,032,06_032,209,611.051666666666000,499.763333333333000,538.013333333333000,474.723333333333000,16.773333333333300,16.496666666666600,15.806666666666600,16.313333333333300
PATAGONIA,06,032,06_032,210,594.059999999999000,491.710000000000000,528.765999999999000,466.111999999999000,17.289999999999900,17.078000000000000,16.271999999999900,16.776000000000000
COMPTON,07,028,07_028,211,1090.609999999990000,1132.789999999990000,1702.291428571420000,1024.768571428570000,14.557142857142800,13.699999999999900,14.340000000000000,14.137142857142800
COMPTON,07,028,07_028,212,1099.684285714280000,1134.821428571420000,1671.135714285710000,967.654285714285000,14.702857142857100,13.847142857142800,14.472857142857100,14.282857142857100
COMPTON,07,028,07_028,213,1113.062000000000000,1142.759999999990000,1683.906000000000000,947.834000000000000,14.809999999999900,13.939999999999900,14.556000000000000,14.331999999999900
COMPTON,07,028,07_028,214,1182.642000000000000,1188.581999999990000,1759.695999999990000,950.897999999999000,14.644000000000000,13.760000000000000,14.288000000000000,14.057999999999900
COMPTON,07,028,07_028,215,1218.526666666660000,1218.358333333330000,1767.923333333330000,974.476666666666000,14.598333333333300,13.691666666666600,14.088333333333300,13.875000000000000
LURTON,07,023,07_023,216,1120.418000000000000,1178.731999999990000,1781.377999999990000,1197.733999999990000,14.663999999999900,13.934000000000000,14.218000000000000,14.001999999999900
LURTON,07,023,07_023,217,1032.430000000000000,1113.788333333330000,1729.201666666660000,1170.098333333330000,14.971666666666600,14.190000000000000,14.529999999999900,14.371666666666600
LURTON,07,023,07_023,218,1001.892500000000000,1091.692499999990000,1712.844999999990000,1138.747499999990000,15.082500000000000,14.279999999999900,14.617500000000000,14.462500000000000
LURTON,07,023,07_023,219,1019.213999999990000,1098.532000000000000,1697.511999999990000,1146.446000000000000,15.000000000000000,14.178000000000000,14.546000000000000,14.372000000000000
LURTON,07,023,07_023,220,1127.743999999990000,1157.262000000000000,1768.090000000000000,1173.774000000000000,14.651999999999900,13.853999999999900,14.215999999999900,13.976000000000000
SAFFELL,07,019,07_019,221,978.824000000000000,1239.963999999990000,1813.134000000000000,1259.403999999990000,16.532000000000000,15.584000000000000,16.050000000000000,15.738000000000000
SAFFELL,07,019,07_019,222,1002.491666666660000,1224.584999999990000,1745.473333333330000,1305.011666666660000,16.441666666666600,15.479999999999900,15.996666666666600,15.690000000000000
SAFFELL,07,019,07_019,223,1026.819999999990000,1214.068571428570000,1740.942857142850000,1344.339999999990000,16.374285714285700,15.417142857142800,15.985714285714200,15.680000000000000
SAFFELL,07,019,07_019,224,1049.521666666660000,1200.426666666660000,1760.736666666660000,1346.463333333330000,16.356666666666600,15.426666666666600,16.010000000000000,15.708333333333300
SAFFELL,07,019,07_019,225,1060.906000000000000,1195.236000000000000,1789.334000000000000,1314.459999999990000,16.300000000000000,15.380000000000000,15.969999999999900,15.678000000000000
BOSTON MTN.,07,902,07_902,226,1342.141666666660000,1240.149999999990000,1873.436666666660000,1040.741666666660000,16.106666666666600,15.295000000000000,15.440000000000000,15.258333333333300
BOSTON MTN.,07,902,07_902,227,1424.900000000000000,1293.652000000000000,1915.490000000000000,1063.018000000000000,15.947999999999900,15.122000000000000,15.272000000000000,15.081999999999900
BOSTON MTN.,07,902,07_902,228,1564.221428571420000,1389.734285714280000,1995.672857142850000,1118.321428571420000,15.578571428571400,14.717142857142800,14.875714285714200,14.662857142857100
BOSTON MTN.,07,902,07_902,229,1524.031666666660000,1371.138333333330000,1983.478333333330000,1116.049999999990000,15.501666666666600,14.636666666666600,14.816666666666600,14.595000000000000
BOSTON MTN.,07,902,07_902,230,1381.977142857140000,1276.807142857140000,1926.952857142850000,1069.114285714280000,15.764285714285700,14.914285714285700,15.124285714285700,14.917142857142800
RUPERT,07,020,07_020,231,1037.437500000000000,1179.755000000000000,1824.112499999990000,1209.351249999990000,15.833750000000000,15.291250000000000,15.359999999999900,15.212499999999900
RUPERT,07,020,07_020,232,1034.181666666660000,1202.634999999990000,1888.004999999990000,1288.006666666660000,15.626666666666600,15.095000000000000,15.205000000000000,15.045000000000000
RUPERT,07,020,07_020,233,1022.908571428570000,1223.118571428570000,1917.779999999990000,1335.620000000000000,15.541428571428500,15.005714285714200,15.195714285714200,15.035714285714200
RUPERT,07,020,07_020,234,1034.373333333330000,1254.891666666660000,1983.436666666660000,1387.038333333330000,15.196666666666600,14.758333333333300,14.983333333333300,14.803333333333300
RUPERT,07,020,07_020,235,1083.359999999990000,1275.603333333330000,2045.943333333330000,1376.166666666660000,14.771666666666600,14.510000000000000,14.638333333333300,14.433333333333300
COAL HILL,07,022,07_022,236,1031.326666666660000,1145.925000000000000,1835.226666666660000,976.311666666666000,16.699999999999900,16.003333333333300,16.220000000000000,16.166666666666600
COAL HILL,07,022,07_022,237,1018.833750000000000,1146.491249999990000,1868.776249999990000,978.146249999999000,16.597499999999900,15.948750000000000,16.261250000000000,16.148750000000000
COAL HILL,07,022,07_022,238,1020.539999999990000,1153.799999999990000,1885.157142857140000,1004.125714285710000,16.424285714285700,15.830000000000000,16.235714285714200,16.067142857142800
COAL HILL,07,022,07_022,239,1035.077142857140000,1156.951428571420000,1893.149999999990000,1020.721428571420000,16.314285714285700,15.752857142857100,16.187142857142800,16.005714285714200
COAL HILL,07,022,07_022,240,1039.137142857140000,1142.750000000000000,1920.762857142850000,1040.484285714280000,16.329999999999900,15.714285714285700,16.061428571428500,15.920000000000000
MASSARD,07,024,07_024,241,1020.671666666660000,1114.446666666660000,1858.401666666660000,818.111666666666000,17.650000000000000,16.933333333333300,16.788333333333300,16.573333333333300
MASSARD,07,024,07_024,242,1016.966000000000000,1115.700000000000000,1879.571999999990000,815.968000000000000,17.640000000000000,16.919999999999900,16.844000000000000,16.614000000000000
MASSARD,07,024,07_024,243,1060.310000000000000,1100.335714285710000,1909.671428571420000,864.897142857142000,17.330000000000000,16.574285714285700,16.550000000000000,16.338571428571400
