RTENAME,StateNm,RouteID,U_S_R_I,id,t00m_mean,t00j_mean,t01m_mean,t01j_mean,t15m_mean,t15j_mean,t16m_mean,t16j_mean
SMYER LAKE,02,014,02_014,52,23.219999999999900,25.024999999999900,21.240000000000000,24.270000000000000,22.225000000000000,26.355000000000000,21.395000000000000,26.675000000000000
SMYER LAKE,02,014,02_014,53,22.963333333333300,24.796666666666600,21.040000000000000,24.113333333333300,21.993333333333300,26.239999999999900,21.239999999999900,26.546666666666600
SMYER LAKE,02,014,02_014,54,22.910000000000000,24.813333333333300,20.806666666666600,23.879999999999900,22.486666666666600,26.443333333333300,21.510000000000000,26.890000000000000
SMYER LAKE,02,014,02_014,55,22.969999999999900,24.770000000000000,20.783333333333300,23.816666666666600,22.629999999999900,26.583333333333300,21.716666666666600,27.076666666666600
JENA,02,047,02_047,56,23.543333333333300,25.590000000000000,21.709999999999900,24.896666666666600,22.179999999999900,26.396666666666600,21.359999999999900,26.806666666666600
JENA,02,047,02_047,57,23.590000000000000,25.655000000000000,21.689999999999900,24.879999999999900,22.210000000000000,26.440000000000000,21.369999999999900,26.789999999999900
JENA,02,047,02_047,58,23.579999999999900,25.640000000000000,21.695000000000000,24.835000000000000,22.174999999999900,26.414999999999900,21.359999999999900,26.814999999999900
JENA,02,047,02_047,59,23.383333333333300,25.480000000000000,21.556666666666600,24.666666666666600,22.030000000000000,26.309999999999900,21.243333333333300,26.770000000000000
JENA,02,047,02_047,60,23.113333333333300,25.256666666666600,21.336666666666600,24.429999999999900,21.903333333333300,26.123333333333300,21.083333333333300,26.803333333333300
BLOCTON,02,043,02_043,61,23.389999999999900,25.402500000000000,21.604999999999900,24.682499999999900,22.245000000000000,26.402500000000000,21.265000000000000,26.552500000000000
BLOCTON,02,043,02_043,62,23.419999999999900,25.400000000000000,21.616666666666600,24.676666666666600,22.273333333333300,26.376666666666600,21.283333333333300,26.570000000000000
BLOCTON,02,043,02_043,63,23.445000000000000,25.445000000000000,21.625000000000000,24.710000000000000,22.255000000000000,26.410000000000000,21.340000000000000,26.605000000000000
BLOCTON,02,043,02_043,64,23.442499999999900,25.479999999999900,21.667500000000000,24.759999999999900,22.285000000000000,26.435000000000000,21.414999999999900,26.622500000000000
BLOCTON,02,043,02_043,65,23.416666666666600,25.420000000000000,21.653333333333300,24.723333333333300,22.246666666666600,26.376666666666600,21.393333333333300,26.590000000000000
LANETT,02,028,02_028,66,22.380000000000000,24.795000000000000,21.210000000000000,24.344999999999900,22.305000000000000,26.344999999999900,20.940000000000000,26.234999999999900
LANETT,02,028,02_028,67,22.169999999999900,24.600000000000000,20.863333333333300,23.906666666666600,22.193333333333300,26.270000000000000,20.739999999999900,26.099999999999900
LANETT,02,028,02_028,68,22.143333333333300,24.379999999999900,20.833333333333300,23.693333333333300,22.016666666666600,26.080000000000000,20.579999999999900,25.876666666666600
LANETT,02,028,02_028,69,22.193333333333300,24.120000000000000,20.910000000000000,23.506666666666600,21.913333333333300,26.016666666666600,20.416666666666600,25.696666666666600
LANETT,02,028,02_028,70,22.213333333333300,23.800000000000000,21.003333333333300,23.290000000000000,21.846666666666600,25.936666666666600,20.266666666666600,25.540000000000000
EPES,02,048,02_048,71,23.689999999999900,25.439999999999900,21.789999999999900,24.835000000000000,22.079999999999900,26.120000000000000,21.384999999999900,26.940000000000000
EPES,02,048,02_048,72,23.645000000000000,25.509999999999900,21.847499999999900,24.734999999999900,22.047499999999900,26.110000000000000,21.287500000000000,26.970000000000000
EPES,02,048,02_048,73,23.559999999999900,25.490000000000000,21.789999999999900,24.695000000000000,22.035000000000000,26.149999999999900,21.295000000000000,27.000000000000000
EPES,02,048,02_048,74,23.550000000000000,25.500000000000000,21.833333333333300,24.719999999999900,22.066666666666600,26.183333333333300,21.296666666666600,26.976666666666600
EPES,02,048,02_048,75,23.524999999999900,25.500000000000000,21.825000000000000,24.785000000000000,22.070000000000000,26.215000000000000,21.395000000000000,26.994999999999900
BILLINGSLEY,02,025,02_025,76,23.455000000000000,25.292500000000000,21.592500000000000,24.339999999999900,21.997499999999900,26.195000000000000,21.627499999999900,26.682499999999900
BILLINGSLEY,02,025,02_025,77,23.379999999999900,25.243333333333300,21.573333333333300,24.300000000000000,21.899999999999900,26.030000000000000,21.449999999999900,26.459999999999900
BILLINGSLEY,02,025,02_025,78,22.865000000000000,24.829999999999900,21.130000000000000,23.954999999999900,21.575000000000000,25.719999999999900,20.950000000000000,25.975000000000000
BILLINGSLEY,02,025,02_025,79,23.253333333333300,25.179999999999900,21.476666666666600,24.293333333333300,21.813333333333300,25.916666666666600,21.243333333333300,26.239999999999900
BILLINGSLEY,02,025,02_025,80,23.530000000000000,25.414999999999900,21.734999999999900,24.484999999999900,21.935000000000000,26.009999999999900,21.430000000000000,26.430000000000000
WALLSBORO,02,026,02_026,81,23.730000000000000,25.655000000000000,21.629999999999900,24.494999999999900,21.940000000000000,26.645000000000000,22.454999999999900,27.000000000000000
WALLSBORO,02,026,02_026,82,23.486666666666600,25.439999999999900,21.466666666666600,24.310000000000000,22.010000000000000,26.433333333333300,22.000000000000000,26.820000000000000
WALLSBORO,02,026,02_026,83,24.120000000000000,25.925000000000000,21.844999999999900,24.634999999999900,22.645000000000000,26.780000000000000,22.435000000000000,27.059999999999900
WALLSBORO,02,026,02_026,84,24.153333333333300,25.913333333333300,21.810000000000000,24.669999999999900,22.716666666666600,26.806666666666600,22.396666666666600,27.003333333333300
WALLSBORO,02,026,02_026,85,23.576666666666600,25.536666666666600,21.520000000000000,24.483333333333300,22.296666666666600,26.459999999999900,21.903333333333300,26.756666666666600
WARRIOR STD,02,027,02_027,86,23.326666666666600,25.390000000000000,21.456666666666600,24.406666666666600,22.463333333333300,26.183333333333300,21.763333333333300,26.540000000000000
WARRIOR STD,02,027,02_027,87,23.285000000000000,25.320000000000000,21.494999999999900,24.369999999999900,22.469999999999900,26.090000000000000,21.914999999999900,26.630000000000000
WARRIOR STD,02,027,02_027,88,23.243333333333300,25.290000000000000,21.456666666666600,24.359999999999900,22.336666666666600,25.980000000000000,22.076666666666600,26.773333333333300
WARRIOR STD,02,027,02_027,89,23.232500000000000,25.335000000000000,21.475000000000000,24.390000000000000,22.357499999999900,26.120000000000000,21.874999999999900,26.649999999999900
WARRIOR STD,02,027,02_027,90,23.082500000000000,25.172499999999900,21.340000000000000,24.302499999999900,22.254999999999900,26.144999999999900,21.507500000000000,26.452500000000000
HARRELL,02,022,02_022,91,24.056666666666600,25.876666666666600,22.349999999999900,25.113333333333300,22.309999999999900,26.246666666666600,21.599999999999900,26.709999999999900
HARRELL,02,022,02_022,92,24.129999999999900,25.935000000000000,22.439999999999900,25.130000000000000,22.285000000000000,26.210000000000000,21.574999999999900,26.685000000000000
HARRELL,02,022,02_022,93,24.183333333333300,25.973333333333300,22.496666666666600,25.160000000000000,22.250000000000000,26.163333333333300,21.573333333333300,26.656666666666600
HARRELL,02,022,02_022,94,24.300000000000000,26.076666666666600,22.676666666666600,25.196666666666600,22.243333333333300,26.129999999999900,21.609999999999900,26.669999999999900
HARRELL,02,022,02_022,95,24.369999999999900,26.122499999999900,22.747500000000000,25.250000000000000,22.302499999999900,26.172499999999900,21.707500000000000,26.790000000000000
COTTONTON,02,029,02_029,96,23.225000000000000,25.509999999999900,21.100000000000000,24.454999999999900,22.274999999999900,26.265000000000000,21.424999999999900,26.430000000000000
COTTONTON,02,029,02_029,97,23.346666666666600,25.633333333333300,21.303333333333300,24.513333333333300,22.340000000000000,26.293333333333300,21.486666666666600,26.506666666666600
COTTONTON,02,029,02_029,98,23.290000000000000,25.564999999999900,21.320000000000000,24.515000000000000,22.367500000000000,26.270000000000000,21.560000000000000,26.510000000000000
COTTONTON,02,029,02_029,99,23.239999999999900,25.423333333333300,21.333333333333300,24.526666666666600,22.316666666666600,26.219999999999900,21.550000000000000,26.480000000000000
COTTONTON,02,029,02_029,100,23.285000000000000,25.484999999999900,21.390000000000000,24.550000000000000,22.355000000000000,26.265000000000000,21.585000000000000,26.460000000000000
SPRAGUE,02,024,02_024,101,23.626666666666600,25.463333333333300,21.443333333333300,24.276666666666600,22.370000000000000,26.140000000000000,21.730000000000000,26.199999999999900
SPRAGUE,02,024,02_024,102,23.814999999999900,25.549999999999900,21.670000000000000,24.420000000000000,22.539999999999900,26.265000000000000,21.905000000000000,26.365000000000000
SPRAGUE,02,024,02_024,103,24.024999999999900,25.715000000000000,21.910000000000000,24.530000000000000,22.725000000000000,26.515000000000000,22.105000000000000,26.625000000000000
SPRAGUE,02,024,02_024,104,24.193333333333300,25.816666666666600,22.106666666666600,24.573333333333300,22.859999999999900,26.693333333333300,22.219999999999900,26.823333333333300
SPRAGUE,02,024,02_024,105,24.295000000000000,25.920000000000000,22.200000000000000,24.585000000000000,22.975000000000000,26.855000000000000,22.375000000000000,27.035000000000000
ELAMVILLE,02,055,02_055,106,24.524999999999900,26.180000000000000,22.230000000000000,24.954999999999900,23.240000000000000,26.784999999999900,22.335000000000000,26.774999999999900
ELAMVILLE,02,055,02_055,107,24.612499999999900,26.357499999999900,22.307500000000000,25.100000000000000,23.344999999999900,26.910000000000000,22.407499999999900,26.917500000000000
ELAMVILLE,02,055,02_055,108,24.585000000000000,26.365000000000000,22.259999999999900,25.105000000000000,23.340000000000000,26.895000000000000,22.410000000000000,26.975000000000000
ELAMVILLE,02,055,02_055,109,24.462500000000000,26.162500000000000,22.117500000000000,24.930000000000000,23.247499999999900,26.777500000000000,22.377500000000000,26.917499999999900
ELAMVILLE,02,055,02_055,110,24.510000000000000,26.290000000000000,22.136666666666600,25.016666666666600,23.323333333333300,26.859999999999900,22.463333333333300,27.020000000000000
CASTLEBERRY,02,038,02_038,111,24.605000000000000,26.079999999999900,22.634999999999900,25.410000000000000,22.910000000000000,26.134999999999900,22.285000000000000,26.445000000000000
CASTLEBERRY,02,038,02_038,112,24.512499999999900,26.062500000000000,22.527500000000000,25.379999999999900,22.785000000000000,26.097500000000000,22.105000000000000,26.347500000000000
CASTLEBERRY,02,038,02_038,113,24.545000000000000,26.070000000000000,22.559999999999900,25.405000000000000,22.890000000000000,26.160000000000000,22.129999999999900,26.350000000000000
CASTLEBERRY,02,038,02_038,114,24.410000000000000,26.026666666666600,22.453333333333300,25.346666666666600,22.893333333333300,26.219999999999900,22.106666666666600,26.326666666666600
CASTLEBERRY,02,038,02_038,115,24.380000000000000,25.984999999999900,22.380000000000000,25.250000000000000,23.060000000000000,26.355000000000000,22.250000000000000,26.440000000000000
ESCATAWPA,02,052,02_052,116,24.529999999999900,26.190000000000000,22.989999999999900,25.370000000000000,23.375000000000000,26.740000000000000,22.685000000000000,27.017500000000000
ESCATAWPA,02,052,02_052,117,24.539999999999900,26.180000000000000,23.000000000000000,25.350000000000000,23.504999999999900,26.840000000000000,22.670000000000000,27.000000000000000
ESCATAWPA,02,052,02_052,118,24.540000000000000,26.203333333333300,22.973333333333300,25.296666666666600,23.296666666666600,26.713333333333300,22.459999999999900,26.893333333333300
ESCATAWPA,02,052,02_052,119,24.545000000000000,26.204999999999900,22.945000000000000,25.320000000000000,23.370000000000000,26.774999999999900,22.545000000000000,26.949999999999900
ESCATAWPA,02,052,02_052,120,24.510000000000000,26.189999999999900,22.906666666666600,25.286666666666600,23.306666666666600,26.723333333333300,22.480000000000000,26.926666666666600
FAIRVIEW,02,054,02_054,121,24.254999999999900,26.310000000000000,22.695000000000000,25.619999999999900,23.625000000000000,26.925000000000000,22.625000000000000,26.754999999999900
FAIRVIEW,02,054,02_054,122,24.039999999999900,26.200000000000000,22.550000000000000,25.614999999999900,23.574999999999900,26.785000000000000,22.545000000000000,26.634999999999900
FAIRVIEW,02,054,02_054,123,23.956666666666600,26.153333333333300,22.536666666666600,25.583333333333300,23.649999999999900,26.800000000000000,22.599999999999900,26.683333333333300
FAIRVIEW,02,054,02_054,124,24.102499999999900,26.287499999999900,22.537500000000000,25.664999999999900,23.712499999999900,26.857499999999900,22.660000000000000,26.762499999999900
FAIRVIEW,02,054,02_054,125,24.185000000000000,26.399999999999900,22.495000000000000,25.770000000000000,23.695000000000000,26.824999999999900,22.664999999999900,26.719999999999900
MCLELLAN,02,035,02_035,126,24.489999999999900,26.422499999999900,22.505000000000000,25.787500000000000,23.614999999999900,26.942500000000000,22.687500000000000,26.867500000000000
MCLELLAN,02,035,02_035,127,24.333333333333300,26.206666666666600,22.296666666666600,25.593333333333300,23.379999999999900,26.719999999999900,22.429999999999900,26.716666666666600
MCLELLAN,02,035,02_035,128,24.300000000000000,26.149999999999900,22.250000000000000,25.535000000000000,23.445000000000000,26.795000000000000,22.465000000000000,26.699999999999900
MCLELLAN,02,035,02_035,129,24.427499999999900,26.430000000000000,22.427500000000000,25.725000000000000,23.862500000000000,27.254999999999900,22.849999999999900,27.122499999999900
MCLELLAN,02,035,02_035,130,24.370000000000000,26.406666666666600,22.433333333333300,25.679999999999900,24.106666666666600,27.406666666666600,23.069999999999900,27.239999999999900
BAY MINETTE,02,218,02_218,131,24.773333333333300,26.450000000000000,23.159999999999900,26.143333333333300,23.590000000000000,26.796666666666600,22.709999999999900,26.719999999999900
BAY MINETTE,02,218,02_218,132,24.803333333333300,26.473333333333300,23.219999999999900,26.236666666666600,23.673333333333300,26.773333333333300,22.713333333333300,26.606666666666600
BAY MINETTE,02,218,02_218,133,24.774999999999900,26.494999999999900,23.219999999999900,26.379999999999900,23.884999999999900,26.890000000000000,23.015000000000000,26.782500000000000
BAY MINETTE,02,218,02_218,134,24.664999999999900,26.375000000000000,23.115000000000000,26.320000000000000,23.805000000000000,26.780000000000000,22.865000000000000,26.594999999999900
BAY MINETTE,02,218,02_218,135,24.670000000000000,26.340000000000000,23.109999999999900,26.280000000000000,23.814999999999900,26.750000000000000,22.800000000000000,26.539999999999900
PEACH SPRING,06,107,06_107,136,20.616666666666600,24.613333333333300,20.896666666666600,24.086666666666600,15.680000000000000,24.696666666666600,16.623333333333300,25.953333333333300
PEACH SPRING,06,107,06_107,137,20.276666666666600,24.336666666666600,20.580000000000000,23.760000000000000,15.430000000000000,24.426666666666600,16.326666666666600,25.703333333333300
PEACH SPRING,06,107,06_107,138,19.843333333333300,24.030000000000000,20.156666666666600,23.293333333333300,15.200000000000000,24.033333333333300,16.116666666666600,25.390000000000000
PEACH SPRING,06,107,06_107,139,19.714999999999900,23.785000000000000,20.155000000000000,23.337500000000000,14.917499999999900,24.049999999999900,15.792500000000000,25.375000000000000
PEACH SPRING,06,107,06_107,140,19.134999999999900,23.090000000000000,19.445000000000000,22.660000000000000,14.245000000000000,23.500000000000000,15.135000000000000,24.765000000000000
SELIGMAN,06,108,06_108,141,18.633333333333300,22.546666666666600,18.533333333333300,21.913333333333300,13.883333333333300,22.583333333333300,14.803333333333300,23.436666666666600
SELIGMAN,06,108,06_108,142,17.219999999999900,21.163333333333300,16.956666666666600,20.480000000000000,12.630000000000000,21.423333333333300,13.473333333333300,22.066666666666600
SELIGMAN,06,108,06_108,143,17.290000000000000,21.323333333333300,16.900000000000000,20.169999999999900,12.690000000000000,21.413333333333300,13.450000000000000,22.050000000000000
SELIGMAN,06,108,06_108,144,17.896666666666600,21.993333333333300,17.443333333333300,20.663333333333300,13.310000000000000,22.020000000000000,14.036666666666600,22.663333333333300
SELIGMAN,06,108,06_108,145,17.640000000000000,21.726666666666600,17.276666666666600,20.546666666666600,13.076666666666600,21.826666666666600,13.823333333333300,22.546666666666600
OATMAN,06,012,06_012,146,30.119999999999900,34.195000000000000,30.605000000000000,33.659999999999900,25.315000000000000,34.015000000000000,26.395000000000000,35.394999999999900
OATMAN,06,012,06_012,147,29.416666666666600,33.523333333333300,29.959999999999900,33.109999999999900,24.503333333333300,33.479999999999900,25.719999999999900,34.810000000000000
OATMAN,06,012,06_012,148,28.643333333333300,32.686666666666600,29.189999999999900,32.353333333333300,23.620000000000000,32.626666666666600,24.793333333333300,33.939999999999900
OATMAN,06,012,06_012,149,27.410000000000000,31.385000000000000,28.515000000000000,31.170000000000000,22.395000000000000,31.490000000000000,23.335000000000000,32.680000000000000
OATMAN,06,012,06_012,150,27.500000000000000,31.484999999999900,28.680000000000000,31.280000000000000,22.539999999999900,31.630000000000000,23.475000000000000,32.765000000000000
HAPPY JACK,06,115,06_115,151,12.040000000000000,16.149999999999900,12.012499999999900,16.192499999999900,7.937500000000000,16.614999999999900,9.145000000000000,17.627500000000000
HAPPY JACK,06,115,06_115,152,12.195000000000000,16.390000000000000,12.225000000000000,16.520000000000000,7.815000000000000,16.465000000000000,9.074999999999990,17.450000000000000
HAPPY JACK,06,115,06_115,153,13.040000000000000,17.260000000000000,13.206666666666600,17.326666666666600,8.766666666666660,17.469999999999900,9.773333333333330,18.563333333333300
HAPPY JACK,06,115,06_115,154,13.789999999999900,17.975000000000000,14.015000000000000,17.865000000000000,9.460000000000000,18.085000000000000,10.375000000000000,19.340000000000000
HAPPY JACK,06,115,06_115,155,13.822499999999900,18.070000000000000,13.905000000000000,17.740000000000000,9.537500000000000,18.097500000000000,10.395000000000000,19.330000000000000
WIKIEUP,06,013,06_013,156,26.460000000000000,30.439999999999900,26.940000000000000,30.160000000000000,21.035000000000000,30.234999999999900,22.649999999999900,31.579999999999900
WIKIEUP,06,013,06_013,157,25.774999999999900,29.634999999999900,26.465000000000000,29.480000000000000,20.274999999999900,29.935000000000000,21.480000000000000,30.789999999999900
WIKIEUP,06,013,06_013,158,24.239999999999900,28.309999999999900,24.813333333333300,27.913333333333300,19.043333333333300,28.453333333333300,20.056666666666600,29.449999999999900
WIKIEUP,06,013,06_013,159,23.980000000000000,28.070000000000000,24.474999999999900,27.582500000000000,18.812500000000000,28.127500000000000,19.739999999999900,29.065000000000000
WIKIEUP,06,013,06_013,160,23.910000000000000,27.840000000000000,24.403333333333300,27.440000000000000,18.546666666666600,27.916666666666600,19.486666666666600,28.856666666666600
ALAMO RES.,06,063,06_063,161,28.204999999999900,31.984999999999900,28.257500000000000,31.722500000000000,22.892500000000000,32.100000000000000,25.442499999999900,32.385000000000000
ALAMO RES.,06,063,06_063,162,27.740000000000000,31.549999999999900,27.854999999999900,31.325000000000000,22.480000000000000,31.695000000000000,24.899999999999900,32.094999999999900
ALAMO RES.,06,063,06_063,163,27.039999999999900,30.823333333333300,27.516666666666600,30.806666666666600,21.556666666666600,31.276666666666600,23.526666666666600,31.793333333333300
ALAMO RES.,06,063,06_063,164,26.439999999999900,30.356666666666600,26.703333333333300,30.199999999999900,21.399999999999900,30.586666666666600,23.510000000000000,31.016666666666600
ALAMO RES.,06,063,06_063,165,25.866666666666600,29.843333333333300,26.123333333333300,29.669999999999900,21.059999999999900,30.143333333333300,22.926666666666600,30.516666666666600
NEW RIVER,06,020,06_020,166,28.005000000000000,31.855000000000000,28.460000000000000,31.930000000000000,23.490000000000000,32.424999999999900,24.574999999999900,33.164999999999900
NEW RIVER,06,020,06_020,167,27.557500000000000,31.289999999999900,28.005000000000000,31.332500000000000,23.087499999999900,31.965000000000000,24.219999999999900,32.762499999999900
NEW RIVER,06,020,06_020,168,27.023333333333300,30.790000000000000,27.496666666666600,30.800000000000000,22.583333333333300,31.426666666666600,23.730000000000000,32.303333333333300
NEW RIVER,06,020,06_020,169,26.539999999999900,30.386666666666600,27.116666666666600,30.390000000000000,22.093333333333300,30.976666666666600,23.256666666666600,31.906666666666600
NEW RIVER,06,020,06_020,170,26.353333333333300,30.260000000000000,26.959999999999900,30.253333333333300,21.866666666666600,30.806666666666600,23.066666666666600,31.793333333333300
QUARTZSITE,06,018,06_018,171,26.480000000000000,30.270000000000000,27.035000000000000,30.480000000000000,22.600000000000000,31.664999999999900,23.875000000000000,31.244999999999900
QUARTZSITE,06,018,06_018,172,26.644999999999900,30.612499999999900,27.232500000000000,30.747499999999900,22.894999999999900,31.927500000000000,24.074999999999900,31.627500000000000
QUARTZSITE,06,018,06_018,173,27.182499999999900,31.337499999999900,27.789999999999900,31.367500000000000,23.217500000000000,32.305000000000000,24.337499999999900,32.322499999999900
QUARTZSITE,06,018,06_018,174,27.730000000000000,31.972500000000000,28.414999999999900,31.942500000000000,23.435000000000000,32.642499999999900,24.537499999999900,32.997499999999900
QUARTZSITE,06,018,06_018,175,28.179999999999900,32.506666666666600,29.093333333333300,32.509999999999900,23.896666666666600,33.316666666666600,25.023333333333300,33.693333333333300
CIBOLA LAKE,06,068,06_068,176,27.543333333333300,31.206666666666600,27.456666666666600,31.476666666666600,22.070000000000000,31.566666666666600,23.133333333333300,32.246666666666600
CIBOLA LAKE,06,068,06_068,177,27.280000000000000,30.593333333333300,26.916666666666600,31.073333333333300,21.390000000000000,31.453333333333300,22.483333333333300,31.756666666666600
CIBOLA LAKE,06,068,06_068,178,27.487499999999900,30.955000000000000,27.215000000000000,31.130000000000000,21.664999999999900,31.592500000000000,22.782499999999900,31.947500000000000
CIBOLA LAKE,06,068,06_068,179,28.063333333333300,31.923333333333300,28.143333333333300,31.753333333333300,22.390000000000000,31.949999999999900,23.606666666666600,32.606666666666600
CIBOLA LAKE,06,068,06_068,180,28.390000000000000,32.534999999999900,28.680000000000000,32.164999999999900,22.810000000000000,32.209999999999900,24.079999999999900,33.030000000000000
CATUS FOREST,06,127,06_127,181,26.903333333333300,30.876666666666600,27.403333333333300,30.750000000000000,22.683333333333300,31.540000000000000,23.973333333333300,32.106666666666600
CATUS FOREST,06,127,06_127,182,26.806666666666600,30.973333333333300,27.390000000000000,30.806666666666600,22.723333333333300,31.480000000000000,23.989999999999900,32.103333333333300
CATUS FOREST,06,127,06_127,183,26.660000000000000,30.965000000000000,27.320000000000000,30.829999999999900,22.745000000000000,31.305000000000000,23.829999999999900,31.975000000000000
CATUS FOREST,06,127,06_127,184,26.920000000000000,30.966666666666600,27.433333333333300,30.893333333333300,22.766666666666600,31.283333333333300,23.906666666666600,32.013333333333300
CATUS FOREST,06,127,06_127,185,26.823333333333300,30.886666666666600,27.336666666666600,30.780000000000000,22.709999999999900,31.193333333333300,23.830000000000000,31.949999999999900
DATELAND,06,025,06_025,186,27.914999999999900,31.795000000000000,27.805000000000000,31.750000000000000,23.690000000000000,32.019999999999900,24.725000000000000,33.004999999999900
DATELAND,06,025,06_025,187,28.230000000000000,32.174999999999900,28.515000000000000,32.144999999999900,23.930000000000000,32.245000000000000,25.015000000000000,33.295000000000000
DATELAND,06,025,06_025,188,28.136666666666600,32.036666666666600,28.553333333333300,31.973333333333300,23.859999999999900,32.116666666666600,24.963333333333300,33.296666666666600
DATELAND,06,025,06_025,189,27.955000000000000,31.972500000000000,28.417500000000000,31.734999999999900,23.680000000000000,31.927499999999900,24.842500000000000,33.260000000000000
DATELAND,06,025,06_025,190,27.835000000000000,31.884999999999900,28.335000000000000,31.560000000000000,23.660000000000000,31.895000000000000,24.750000000000000,33.284999999999900
LAGUNA,06,024,06_024,191,28.449999999999900,32.034999999999900,29.305000000000000,32.034999999999900,24.435000000000000,32.590000000000000,25.475000000000000,33.325000000000000
LAGUNA,06,024,06_024,192,28.287499999999900,31.847500000000000,29.164999999999900,31.927499999999900,24.135000000000000,32.177499999999900,25.017499999999900,33.039999999999900
LAGUNA,06,024,06_024,193,28.140000000000000,31.670000000000000,29.015000000000000,31.785000000000000,23.997500000000000,32.024999999999900,24.815000000000000,32.845000000000000
LAGUNA,06,024,06_024,194,27.803333333333300,31.363333333333300,28.606666666666600,31.413333333333300,23.763333333333300,31.696666666666600,24.550000000000000,32.413333333333300
LAGUNA,06,024,06_024,195,27.543333333333300,31.276666666666600,28.106666666666600,31.020000000000000,23.523333333333300,31.693333333333300,24.453333333333300,32.469999999999900
SAN SIMON,06,029,06_029,196,24.539999999999900,27.640000000000000,23.230000000000000,27.399999999999900,19.805000000000000,28.295000000000000,20.274999999999900,28.524999999999900
SAN SIMON,06,029,06_029,197,24.266666666666600,27.283333333333300,22.943333333333300,27.090000000000000,19.523333333333300,27.973333333333300,20.006666666666600,28.083333333333300
SAN SIMON,06,029,06_029,198,23.796666666666600,26.849999999999900,22.459999999999900,26.636666666666600,19.046666666666600,27.503333333333300,19.543333333333300,27.613333333333300
SAN SIMON,06,029,06_029,199,23.429999999999900,26.510000000000000,22.076666666666600,26.273333333333300,18.763333333333300,27.096666666666600,19.286666666666600,27.340000000000000
SAN SIMON,06,029,06_029,200,22.960000000000000,25.939999999999900,21.664999999999900,25.835000000000000,18.430000000000000,26.560000000000000,19.039999999999900,26.945000000000000
POMERENE,06,028,06_028,201,23.295000000000000,26.469999999999900,22.255000000000000,26.535000000000000,18.990000000000000,27.369999999999900,20.250000000000000,27.820000000000000
POMERENE,06,028,06_028,202,23.549999999999900,26.323333333333300,22.473333333333300,26.446666666666600,18.770000000000000,27.326666666666600,20.010000000000000,27.560000000000000
POMERENE,06,028,06_028,203,23.210000000000000,26.359999999999900,22.190000000000000,26.289999999999900,18.750000000000000,27.079999999999900,19.780000000000000,27.505000000000000
POMERENE,06,028,06_028,204,22.865000000000000,26.097500000000000,21.802499999999900,25.910000000000000,18.332500000000000,26.677499999999900,19.119999999999900,27.109999999999900
POMERENE,06,028,06_028,205,22.517499999999900,25.945000000000000,21.479999999999900,25.670000000000000,18.157499999999900,26.465000000000000,18.750000000000000,26.907500000000000
PATAGONIA,06,032,06_032,206,20.549999999999900,22.690000000000000,19.149999999999900,23.030000000000000,15.629999999999900,23.899999999999900,17.000000000000000,24.204999999999900
PATAGONIA,06,032,06_032,207,20.655000000000000,23.039999999999900,19.274999999999900,23.250000000000000,16.094999999999900,24.410000000000000,17.299999999999900,24.475000000000000
PATAGONIA,06,032,06_032,208,21.634999999999900,23.850000000000000,20.270000000000000,24.079999999999900,16.765000000000000,24.994999999999900,18.189999999999900,25.155000000000000
PATAGONIA,06,032,06_032,209,21.539999999999900,23.895000000000000,20.195000000000000,24.094999999999900,16.824999999999900,25.120000000000000,18.140000000000000,25.210000000000000
PATAGONIA,06,032,06_032,210,21.833333333333300,24.520000000000000,20.586666666666600,24.593333333333300,17.416666666666600,25.739999999999900,18.550000000000000,25.760000000000000
COMPTON,07,028,07_028,211,19.650000000000000,21.209999999999900,18.896666666666600,21.930000000000000,17.500000000000000,22.976666666666600,16.890000000000000,23.959999999999900
COMPTON,07,028,07_028,212,19.899999999999900,21.619999999999900,19.200000000000000,22.289999999999900,17.789999999999900,23.350000000000000,17.130000000000000,24.240000000000000
COMPTON,07,028,07_028,213,19.820000000000000,21.516666666666600,19.206666666666600,22.296666666666600,17.730000000000000,23.310000000000000,17.066666666666600,24.193333333333300
COMPTON,07,028,07_028,214,19.700000000000000,21.359999999999900,19.045000000000000,22.147500000000000,17.634999999999900,23.237500000000000,17.022500000000000,24.152500000000000
COMPTON,07,028,07_028,215,19.480000000000000,20.952500000000000,18.797499999999900,21.715000000000000,17.447499999999900,22.967500000000000,16.885000000000000,23.869999999999900
LURTON,07,023,07_023,216,19.405000000000000,21.055000000000000,18.867500000000000,21.774999999999900,17.875000000000000,23.067500000000000,16.847500000000000,23.817500000000000
LURTON,07,023,07_023,217,19.726666666666600,21.536666666666600,19.143333333333300,22.073333333333300,18.179999999999900,23.366666666666600,17.106666666666600,24.163333333333300
LURTON,07,023,07_023,218,19.916666666666600,21.829999999999900,19.300000000000000,22.316666666666600,18.396666666666600,23.596666666666600,17.323333333333300,24.436666666666600
LURTON,07,023,07_023,219,19.676666666666600,21.570000000000000,19.150000000000000,22.219999999999900,18.163333333333300,23.456666666666600,17.183333333333300,24.280000000000000
LURTON,07,023,07_023,220,19.283333333333300,20.923333333333300,18.859999999999900,21.800000000000000,17.770000000000000,23.040000000000000,16.883333333333300,23.846666666666600
SAFFELL,07,019,07_019,221,21.540000000000000,24.413333333333300,21.250000000000000,24.489999999999900,20.723333333333300,25.826666666666600,19.460000000000000,26.309999999999900
